Ensembl Gene ID	Description	MGI symbol
ENSMUSG00000038816	catenin (cadherin associated protein), alpha-like 1 [Source:MGI Symbol;Acc:MGI:1859649]	Ctnnal1
ENSMUSG00000087128	predicted gene 12655 [Source:MGI Symbol;Acc:MGI:3651648]	Gm12655
ENSMUSG00000074284	predicted gene 10658 [Source:MGI Symbol;Acc:MGI:3642856]	Gm10658
ENSMUSG00000029097	tRNA methyltransferase 44 [Source:MGI Symbol;Acc:MGI:1926140]	Trmt44
ENSMUSG00000097027		
ENSMUSG00000084786	ubiquitin-like 5 [Source:MGI Symbol;Acc:MGI:1913427]	Ubl5
ENSMUSG00000027288	zinc finger protein 106 [Source:MGI Symbol;Acc:MGI:1270153]	Zfp106
ENSMUSG00000026582	selectin, endothelial cell [Source:MGI Symbol;Acc:MGI:98278]	Sele
ENSMUSG00000097544		
ENSMUSG00000067367	Ly1 antibody reactive clone [Source:MGI Symbol;Acc:MGI:107470]	Lyar
ENSMUSG00000097308		
ENSMUSG00000096938		
ENSMUSG00000050994	androglobin [Source:MGI Symbol;Acc:MGI:3605549]	Adgb
ENSMUSG00000024424	tetratricopeptide repeat domain 39C [Source:MGI Symbol;Acc:MGI:1919997]	Ttc39c
ENSMUSG00000039960	ras homolog gene family, member U [Source:MGI Symbol;Acc:MGI:1916831]	Rhou
ENSMUSG00000022706	mitochondrial ribosomal protein L40 [Source:MGI Symbol;Acc:MGI:1332635]	Mrpl40
ENSMUSG00000025163	CD7 antigen [Source:MGI Symbol;Acc:MGI:88344]	Cd7
ENSMUSG00000046997	splA/ryanodine receptor domain and SOCS box containing 4 [Source:MGI Symbol;Acc:MGI:2183445]	Spsb4
ENSMUSG00000059043	olfactory receptor 15 [Source:MGI Symbol;Acc:MGI:106182]	Olfr15
ENSMUSG00000068950	olfactory receptor 338 [Source:MGI Symbol;Acc:MGI:3030172]	Olfr338
ENSMUSG00000074417	predicted gene 14548 [Source:MGI Symbol;Acc:MGI:3709645]	Gm14548
ENSMUSG00000039013	sialic acid binding Ig-like lectin 5 [Source:MGI Symbol;Acc:MGI:2681107]	Siglec5
ENSMUSG00000096957		
ENSMUSG00000031262	centromere protein I [Source:MGI Symbol;Acc:MGI:2147897]	Cenpi
ENSMUSG00000054939	zinc finger protein 174 [Source:MGI Symbol;Acc:MGI:2686600]	Zfp174
ENSMUSG00000094464	olfactory receptor 339 [Source:MGI Symbol;Acc:MGI:3030173]	Olfr339
ENSMUSG00000097230		
ENSMUSG00000046295	ankyrin repeat and LEM domain containing 1 [Source:MGI Symbol;Acc:MGI:1918775]	Ankle1
ENSMUSG00000097263		
ENSMUSG00000094266	olfactory receptor 340 [Source:MGI Symbol;Acc:MGI:3030174]	Olfr340
ENSMUSG00000030427	leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 6 [Source:MGI Symbol;Acc:MGI:1195969]	Lilra6
ENSMUSG00000043940	WD repeat and FYVE domain containing 3 [Source:MGI Symbol;Acc:MGI:1096875]	Wdfy3
ENSMUSG00000095066	defensin, alpha, 20 [Source:MGI Symbol;Acc:MGI:1915259]	Defa20
ENSMUSG00000097042		
ENSMUSG00000086266	insulin-like growth factor 2, antisense [Source:MGI Symbol;Acc:MGI:1195257]	Igf2as
ENSMUSG00000001039	B9 protein domain 1 [Source:MGI Symbol;Acc:MGI:1351471]	B9d1
ENSMUSG00000075387	olfactory receptor 341 [Source:MGI Symbol;Acc:MGI:3030175]	Olfr341
ENSMUSG00000050810	oogenesin 3 [Source:MGI Symbol;Acc:MGI:2684047]	Oog3
ENSMUSG00000097839		
ENSMUSG00000082726	predicted gene 11424 [Source:MGI Symbol;Acc:MGI:3651336]	Gm11424
ENSMUSG00000097654		
ENSMUSG00000020279	interleukin 9 receptor [Source:MGI Symbol;Acc:MGI:96564]	Il9r
ENSMUSG00000061305	olfactory receptor 342 [Source:MGI Symbol;Acc:MGI:3030176]	Olfr342
ENSMUSG00000087179	predicted gene 14230 [Source:MGI Symbol;Acc:MGI:3652157]	Gm14230
ENSMUSG00000078192	predicted pseudogene 7290 [Source:MGI Symbol;Acc:MGI:3646633]	Gm7290
ENSMUSG00000028262	chloride channel calcium activated 2 [Source:MGI Symbol;Acc:MGI:1931471]	Clca2
ENSMUSG00000097262		
ENSMUSG00000052281	predicted gene 15024 [Source:MGI Symbol;Acc:MGI:3705185]	Gm15024
ENSMUSG00000086728	RIKEN cDNA 2410133F24 gene [Source:MGI Symbol;Acc:MGI:1924044]	2410133F24Rik
ENSMUSG00000039789	zinc finger protein 597 [Source:MGI Symbol;Acc:MGI:1918313]	Zfp597
ENSMUSG00000090564	RIKEN cDNA A430057M04 gene [Source:MGI Symbol;Acc:MGI:2442125]	A430057M04Rik
ENSMUSG00000096822	olfactory receptor 344 [Source:MGI Symbol;Acc:MGI:3030178]	Olfr344
ENSMUSG00000097928		
ENSMUSG00000083359	predicted gene 12656 [Source:MGI Symbol;Acc:MGI:3651715]	Gm12656
ENSMUSG00000063314	predicted gene 12657 [Source:MGI Symbol;Acc:MGI:3651714]	Gm12657
ENSMUSG00000022370	mitochondrial ribosomal protein L13 [Source:MGI Symbol;Acc:MGI:2137218]	Mrpl13
ENSMUSG00000097257		
ENSMUSG00000059277	expressed sequence R74862 [Source:MGI Symbol;Acc:MGI:2142382]	R74862
ENSMUSG00000059251	olfactory receptor 345 [Source:MGI Symbol;Acc:MGI:3030179]	Olfr345
ENSMUSG00000083179	predicted gene 12693 [Source:MGI Symbol;Acc:MGI:3650224]	Gm12693
ENSMUSG00000097357		
ENSMUSG00000086251	predicted gene 12694 [Source:MGI Symbol;Acc:MGI:3651291]	Gm12694
ENSMUSG00000028454	phosphatidylinositol glycan anchor biosynthesis, class O [Source:MGI Symbol;Acc:MGI:1861452]	Pigo
ENSMUSG00000097474		
ENSMUSG00000081970	predicted gene 16057 [Source:MGI Symbol;Acc:MGI:3802027]	Gm16057
ENSMUSG00000094818	predicted gene 15308 [Source:MGI Symbol;Acc:MGI:3709042]	Gm15308
ENSMUSG00000035351	nucleoporin 37 [Source:MGI Symbol;Acc:MGI:1919964]	Nup37
ENSMUSG00000082561	predicted gene 15580 [Source:MGI Symbol;Acc:MGI:3783028]	Gm15580
ENSMUSG00000086505	predicted gene 16058 [Source:MGI Symbol;Acc:MGI:3802026]	Gm16058
ENSMUSG00000046691	CTF8, chromosome transmission fidelity factor 8 [Source:MGI Symbol;Acc:MGI:2443370]	Chtf8
ENSMUSG00000025078	NHL repeat containing 2 [Source:MGI Symbol;Acc:MGI:1914116]	Nhlrc2
ENSMUSG00000005373	MLX interacting protein-like [Source:MGI Symbol;Acc:MGI:1927999]	Mlxipl
ENSMUSG00000086828	predicted gene 15579 [Source:MGI Symbol;Acc:MGI:3783027]	Gm15579
ENSMUSG00000097491		
ENSMUSG00000074623	predicted gene 826 [Source:MGI Symbol;Acc:MGI:2685672]	Gm826
ENSMUSG00000017446	C1q and tumor necrosis factor related protein 1 [Source:MGI Symbol;Acc:MGI:1919254]	C1qtnf1
ENSMUSG00000023993	triggering receptor expressed on myeloid cells-like 1 [Source:MGI Symbol;Acc:MGI:1918576]	Treml1
ENSMUSG00000020758	integrin beta 4 [Source:MGI Symbol;Acc:MGI:96613]	Itgb4
ENSMUSG00000085745	predicted gene 14372 [Source:MGI Symbol;Acc:MGI:3649263]	Gm14372
ENSMUSG00000085741	RIKEN cDNA 5430405H02 gene [Source:MGI Symbol;Acc:MGI:1921737]	5430405H02Rik
ENSMUSG00000010529	predicted gene 266 [Source:MGI Symbol;Acc:MGI:2685112]	Gm266
ENSMUSG00000089975	predicted gene 7420 [Source:MGI Symbol;Acc:MGI:3647909]	Gm7420
ENSMUSG00000097534		
ENSMUSG00000078182	predicted gene 6083 [Source:MGI Symbol;Acc:MGI:3779550]	Gm6083
ENSMUSG00000032449	solute carrier family 25, member 36 [Source:MGI Symbol;Acc:MGI:1924909]	Slc25a36
ENSMUSG00000085099	predicted gene 16288 [Source:MGI Symbol;Acc:MGI:3826608]	Gm16288
ENSMUSG00000053214	predicted gene 9899 [Source:MGI Symbol;Acc:MGI:3708711]	Gm9899
ENSMUSG00000087258	predicted gene 15461 [Source:MGI Symbol;Acc:MGI:3705274]	Gm15461
ENSMUSG00000059827	predicted gene 5670 [Source:MGI Symbol;Acc:MGI:3647128]	Gm5670
ENSMUSG00000085228	predicted gene 14376 [Source:MGI Symbol;Acc:MGI:3651797]	Gm14376
ENSMUSG00000068680	predicted gene 10248 [Source:MGI Symbol;Acc:MGI:3641931]	Gm10248
ENSMUSG00000097922		
ENSMUSG00000073778	predicted gene 10574 [Source:MGI Symbol;Acc:MGI:3642460]	Gm10574
ENSMUSG00000022702	histone cell cycle regulation defective homolog A (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:99430]	Hira
ENSMUSG00000006638	abhydrolase domain containing 1 [Source:MGI Symbol;Acc:MGI:1931013]	Abhd1
ENSMUSG00000069962	predicted pseudogene 5356 [Source:MGI Symbol;Acc:MGI:3643649]	Gm5356
ENSMUSG00000021282	eukaryotic translation initiation factor 5 [Source:MGI Symbol;Acc:MGI:95309]	Eif5
ENSMUSG00000097910		
ENSMUSG00000084804	RIKEN cDNA 1700095J12 gene [Source:MGI Symbol;Acc:MGI:1920813]	1700095J12Rik
ENSMUSG00000071567	RIKEN cDNA A830039N20 gene [Source:MGI Symbol;Acc:MGI:2445176]	A830039N20Rik
ENSMUSG00000066030	oogenesin 2 [Source:MGI Symbol;Acc:MGI:2684035]	Oog2
ENSMUSG00000065956	predicted gene 14850 [Source:MGI Symbol;Acc:MGI:3705236]	Gm14850
ENSMUSG00000096917		
ENSMUSG00000097695		
ENSMUSG00000019478	RAB4A, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:105069]	Rab4a
ENSMUSG00000026581	selectin, lymphocyte [Source:MGI Symbol;Acc:MGI:98279]	Sell
ENSMUSG00000090381	predicted gene 6158 [Source:MGI Symbol;Acc:MGI:3779562]	Gm6158
ENSMUSG00000097609		
ENSMUSG00000091079	predicted gene 17105 [Source:MGI Symbol;Acc:MGI:4937932]	Gm17105
ENSMUSG00000038569	RAD9 homolog B [Source:MGI Symbol;Acc:MGI:2385231]	Rad9b
ENSMUSG00000024773	autophagy related 2A [Source:MGI Symbol;Acc:MGI:1916291]	Atg2a
ENSMUSG00000097844		
ENSMUSG00000027398	interleukin 1 beta [Source:MGI Symbol;Acc:MGI:96543]	Il1b
ENSMUSG00000048628	RIKEN cDNA 4930542C16 gene [Source:MGI Symbol;Acc:MGI:1922413]	4930542C16Rik
ENSMUSG00000043668	TOX high mobility group box family member 3 [Source:MGI Symbol;Acc:MGI:3039593]	Tox3
ENSMUSG00000086920	predicted gene 12207 [Source:MGI Symbol;Acc:MGI:3702399]	Gm12207
ENSMUSG00000097472		
ENSMUSG00000094764	olfactory receptor 346 [Source:MGI Symbol;Acc:MGI:3030180]	Olfr346
ENSMUSG00000015749	acidic (leucine-rich) nuclear phosphoprotein 32 family, member E [Source:MGI Symbol;Acc:MGI:1913721]	Anp32e
ENSMUSG00000005982	N(alpha)-acetyltransferase 60, NatF catalytic subunit [Source:MGI Symbol;Acc:MGI:1922013]	Naa60
ENSMUSG00000086395	RIKEN cDNA A630014C17 gene [Source:MGI Symbol;Acc:MGI:3026989]	A630014C17Rik
ENSMUSG00000097000		
ENSMUSG00000051278	RIKEN cDNA 4930422G04 gene [Source:MGI Symbol;Acc:MGI:1918893]	4930422G04Rik
ENSMUSG00000031286	glycosyltransferase 28 domain containing 2 [Source:MGI Symbol;Acc:MGI:2443773]	Glt28d2
ENSMUSG00000022031	elongator acetyltransferase complex subunit 3 [Source:MGI Symbol;Acc:MGI:1921445]	Elp3
ENSMUSG00000080951	predicted gene 12208 [Source:MGI Symbol;Acc:MGI:3650469]	Gm12208
ENSMUSG00000097882		
ENSMUSG00000074434	predicted gene 6696 [Source:MGI Symbol;Acc:MGI:3646688]	Gm6696
ENSMUSG00000082419	predicted gene 11425 [Source:MGI Symbol;Acc:MGI:3650957]	Gm11425
ENSMUSG00000057351	olfactory receptor 347 [Source:MGI Symbol;Acc:MGI:3030181]	Olfr347
ENSMUSG00000097174		
ENSMUSG00000027208	fibroblast growth factor 7 [Source:MGI Symbol;Acc:MGI:95521]	Fgf7
ENSMUSG00000035283	adrenergic receptor, beta 1 [Source:MGI Symbol;Acc:MGI:87937]	Adrb1
ENSMUSG00000051236	methionine sulfoxide reductase B3 [Source:MGI Symbol;Acc:MGI:2443538]	Msrb3
ENSMUSG00000091619	predicted gene 3625 [Source:MGI Symbol;Acc:MGI:3781801]	Gm3625
ENSMUSG00000096943		
ENSMUSG00000079113	predicted gene 7861 [Source:MGI Symbol;Acc:MGI:3648003]	Gm7861
ENSMUSG00000024430	calcium-binding tyrosine-(Y)-phosphorylation regulated (fibrousheathin 2) [Source:MGI Symbol;Acc:MGI:1918382]	Cabyr
ENSMUSG00000037475	THO complex 2 [Source:MGI Symbol;Acc:MGI:2442413]	Thoc2
ENSMUSG00000049315	olfactory receptor 348 [Source:MGI Symbol;Acc:MGI:3030182]	Olfr348
ENSMUSG00000097193		
ENSMUSG00000038792	RIKEN cDNA 4931403M11 gene [Source:MGI Symbol;Acc:MGI:1918205]	4931403M11Rik
ENSMUSG00000041255	transmembrane and coiled-coil domains 5B [Source:MGI Symbol;Acc:MGI:1922525]	Tmco5b
ENSMUSG00000082982	olfactory receptor 1149, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3030983]	Olfr1149-ps1
ENSMUSG00000003731	karyopherin (importin) alpha 6 [Source:MGI Symbol;Acc:MGI:1100836]	Kpna6
ENSMUSG00000081234	olfactory receptor 1150, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3030984]	Olfr1150-ps1
ENSMUSG00000089887	RIKEN cDNA 4930428N03 gene [Source:MGI Symbol;Acc:MGI:1921121]	4930428N03Rik
ENSMUSG00000097631		
ENSMUSG00000044330	predicted gene 9790 [Source:MGI Symbol;Acc:MGI:3704221]	Gm9790
ENSMUSG00000082056	predicted gene 13745 [Source:MGI Symbol;Acc:MGI:3651459]	Gm13745
ENSMUSG00000081345	olfactory receptor 1159, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3030993]	Olfr1159-ps1
ENSMUSG00000097520		
ENSMUSG00000089884	predicted gene 13747 [Source:MGI Symbol;Acc:MGI:3713326]	Gm13747
ENSMUSG00000035173	RIKEN cDNA A630007B06 gene [Source:MGI Symbol;Acc:MGI:2445022]	A630007B06Rik
ENSMUSG00000045991	one cut domain, family member 2 [Source:MGI Symbol;Acc:MGI:1891408]	Onecut2
ENSMUSG00000048696	mex3 homolog D (C. elegans) [Source:MGI Symbol;Acc:MGI:2681847]	Mex3d
ENSMUSG00000097194		
ENSMUSG00000020640	intersectin 2 [Source:MGI Symbol;Acc:MGI:1338049]	Itsn2
ENSMUSG00000046590	olfactory receptor 1165, pseudogene [Source:MGI Symbol;Acc:MGI:3030999]	Olfr1165-ps
ENSMUSG00000042626	src homology 2 domain-containing transforming protein C1 [Source:MGI Symbol;Acc:MGI:98296]	Shc1
ENSMUSG00000084405	olfactory receptor 1169, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3031003]	Olfr1169-ps1
ENSMUSG00000055541	leukocyte-associated Ig-like receptor 1 [Source:MGI Symbol;Acc:MGI:105492]	Lair1
ENSMUSG00000041438	cirrhosis, autosomal recessive 1A (human) [Source:MGI Symbol;Acc:MGI:1096573]	Cirh1a
ENSMUSG00000031173	ornithine transcarbamylase [Source:MGI Symbol;Acc:MGI:97448]	Otc
ENSMUSG00000078519	RIKEN cDNA 2310026L22 gene [Source:MGI Symbol;Acc:MGI:1916844]	2310026L22Rik
ENSMUSG00000026447	phosphoinositide-3-kinase, class 2, beta polypeptide [Source:MGI Symbol;Acc:MGI:2685045]	Pik3c2b
ENSMUSG00000027176	cleavage stimulation factor, 3' pre-RNA, subunit 3 [Source:MGI Symbol;Acc:MGI:1351825]	Cstf3
ENSMUSG00000026580	selectin, platelet [Source:MGI Symbol;Acc:MGI:98280]	Selp
ENSMUSG00000052767	predicted gene 12703 [Source:MGI Symbol;Acc:MGI:3650667]	Gm12703
ENSMUSG00000028082	SH3 domain protein D19 [Source:MGI Symbol;Acc:MGI:1350923]	Sh3d19
ENSMUSG00000073702	ribosomal protein L31 [Source:MGI Symbol;Acc:MGI:2149632]	Rpl31
ENSMUSG00000097026		
ENSMUSG00000032202	RAB27A, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:1861441]	Rab27a
ENSMUSG00000083934	predicted gene 12368 [Source:MGI Symbol;Acc:MGI:3649555]	Gm12368
ENSMUSG00000020393	kringle containing transmembrane protein 1 [Source:MGI Symbol;Acc:MGI:1933988]	Kremen1
ENSMUSG00000041301	cystic fibrosis transmembrane conductance regulator [Source:MGI Symbol;Acc:MGI:88388]	Cftr
ENSMUSG00000097393		
ENSMUSG00000081030	predicted gene 12704 [Source:MGI Symbol;Acc:MGI:3650671]	Gm12704
ENSMUSG00000047104	phosphatidylethanolamine binding protein 2 [Source:MGI Symbol;Acc:MGI:1923650]	Pbp2
ENSMUSG00000083851	predicted gene 12365 [Source:MGI Symbol;Acc:MGI:3649559]	Gm12365
ENSMUSG00000094949	olfactory receptor 50 [Source:MGI Symbol;Acc:MGI:1333746]	Olfr50
ENSMUSG00000042808	glutathione peroxidase 2 [Source:MGI Symbol;Acc:MGI:106609]	Gpx2
ENSMUSG00000067279	protein phosphatase 1, regulatory (inhibitor) subunit 3C [Source:MGI Symbol;Acc:MGI:1858229]	Ppp1r3c
ENSMUSG00000006931	leprecan-like 4 [Source:MGI Symbol;Acc:MGI:1913430]	Leprel4
ENSMUSG00000030208	epithelial membrane protein 1 [Source:MGI Symbol;Acc:MGI:107941]	Emp1
ENSMUSG00000024588	ferrochelatase [Source:MGI Symbol;Acc:MGI:95513]	Fech
ENSMUSG00000075384	olfactory receptor 3 [Source:MGI Symbol;Acc:MGI:102697]	Olfr3
ENSMUSG00000066626	predicted gene 5121 [Source:MGI Symbol;Acc:MGI:3647258]	Gm5121
ENSMUSG00000074280	predicted gene 6166 [Source:MGI Symbol;Acc:MGI:3645893]	Gm6166
ENSMUSG00000050015	olfactory receptor 350 [Source:MGI Symbol;Acc:MGI:3030184]	Olfr350
ENSMUSG00000020056	coiled-coil domain containing 53 [Source:MGI Symbol;Acc:MGI:1914532]	Ccdc53
ENSMUSG00000028854	solute carrier family 9 (sodium/hydrogen exchanger), member 1 [Source:MGI Symbol;Acc:MGI:102462]	Slc9a1
ENSMUSG00000001036	epsin 2 [Source:MGI Symbol;Acc:MGI:1333766]	Epn2
ENSMUSG00000098240		
ENSMUSG00000097409		
ENSMUSG00000003809	glutaryl-Coenzyme A dehydrogenase [Source:MGI Symbol;Acc:MGI:104541]	Gcdh
ENSMUSG00000023994	nuclear transcription factor-Y alpha [Source:MGI Symbol;Acc:MGI:97316]	Nfya
ENSMUSG00000074622	v-maf musculoaponeurotic fibrosarcoma oncogene family, protein B (avian) [Source:MGI Symbol;Acc:MGI:104555]	Mafb
ENSMUSG00000087317	RIKEN cDNA 4930466I24 gene [Source:MGI Symbol;Acc:MGI:1923066]	4930466I24Rik
ENSMUSG00000097380		
ENSMUSG00000075383	olfactory receptor 351 [Source:MGI Symbol;Acc:MGI:3030185]	Olfr351
ENSMUSG00000086624	predicted gene 16130 [Source:MGI Symbol;Acc:MGI:3801718]	Gm16130
ENSMUSG00000097637		
ENSMUSG00000021062	RAB15, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:1916865]	Rab15
ENSMUSG00000098130		
ENSMUSG00000092622	KH domain containing 3, subcortical maternal complex member [Source:MGI Symbol;Acc:MGI:1914241]	Khdc3
ENSMUSG00000097203		
ENSMUSG00000039943	phospholipase C, beta 4 [Source:MGI Symbol;Acc:MGI:107464]	Plcb4
ENSMUSG00000023008	formin-like 3 [Source:MGI Symbol;Acc:MGI:109569]	Fmnl3
ENSMUSG00000055612	cell division cycle associated 7 [Source:MGI Symbol;Acc:MGI:1914203]	Cdca7
ENSMUSG00000097060		
ENSMUSG00000024811	tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase 2 [Source:MGI Symbol;Acc:MGI:1921743]	Tnks2
ENSMUSG00000078956	predicted gene 14221 [Source:MGI Symbol;Acc:MGI:3650696]	Gm14221
ENSMUSG00000097089		
ENSMUSG00000097316		
ENSMUSG00000027703	leucine-rich repeats and IQ motif containing 4 [Source:MGI Symbol;Acc:MGI:1915557]	Lrriq4
ENSMUSG00000037259	double zinc ribbon and ankyrin repeat domains 1 [Source:MGI Symbol;Acc:MGI:2139080]	Dzank1
ENSMUSG00000070544	topoisomerase (DNA) I [Source:MGI Symbol;Acc:MGI:98788]	Top1
ENSMUSG00000082010	olfactory receptor 1171, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3031005]	Olfr1171-ps1
ENSMUSG00000080880	predicted gene 14278 [Source:MGI Symbol;Acc:MGI:3650108]	Gm14278
ENSMUSG00000097325		
ENSMUSG00000086378	predicted gene 13753 [Source:MGI Symbol;Acc:MGI:3713298]	Gm13753
ENSMUSG00000083831	predicted gene 14248 [Source:MGI Symbol;Acc:MGI:3651255]	Gm14248
ENSMUSG00000030168	adiponectin receptor 2 [Source:MGI Symbol;Acc:MGI:93830]	Adipor2
ENSMUSG00000082237	olfactory receptor 1172, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3031006]	Olfr1172-ps1
ENSMUSG00000098040		
ENSMUSG00000078291	predicted gene 3940 [Source:MGI Symbol;Acc:MGI:3782114]	Gm3940
ENSMUSG00000082169	predicted gene 12369 [Source:MGI Symbol;Acc:MGI:3652093]	Gm12369
ENSMUSG00000084352	predicted gene 12370 [Source:MGI Symbol;Acc:MGI:3652094]	Gm12370
ENSMUSG00000052961	leucine rich repeat and Ig domain containing 2 [Source:MGI Symbol;Acc:MGI:2442298]	Lingo2
ENSMUSG00000034681	ribonucleic acid binding protein S1 [Source:MGI Symbol;Acc:MGI:97960]	Rnps1
ENSMUSG00000084898	predicted gene 12371 [Source:MGI Symbol;Acc:MGI:3652322]	Gm12371
ENSMUSG00000066867	2'-5' oligoadenylate synthetase 1E [Source:MGI Symbol;Acc:MGI:2180856]	Oas1e
ENSMUSG00000042567	NIMA (never in mitosis gene a)- related kinase 10 [Source:MGI Symbol;Acc:MGI:2685128]	Nek10
ENSMUSG00000058254	tetraspanin 7 [Source:MGI Symbol;Acc:MGI:1298407]	Tspan7
ENSMUSG00000039347	ATPase, H+ transporting, lysosomal V0 subunit E2 [Source:MGI Symbol;Acc:MGI:1923502]	Atp6v0e2
ENSMUSG00000096929	mmu-mir-29b-2 [Source:miRBase;Acc:MI0000712]	
ENSMUSG00000080969	predicted gene 12372 [Source:MGI Symbol;Acc:MGI:3650289]	Gm12372
ENSMUSG00000045140	phosphatidylinositol glycan anchor biosynthesis, class W [Source:MGI Symbol;Acc:MGI:1917575]	Pigw
ENSMUSG00000082732	ribosomal protein 23A, pseudogene 6 [Source:MGI Symbol;Acc:MGI:3652320]	Rpl23a-ps6
ENSMUSG00000026104	signal transducer and activator of transcription 1 [Source:MGI Symbol;Acc:MGI:103063]	Stat1
ENSMUSG00000044042	formin 1 [Source:MGI Symbol;Acc:MGI:101815]	Fmn1
ENSMUSG00000086026	predicted gene 12374 [Source:MGI Symbol;Acc:MGI:3652319]	Gm12374
ENSMUSG00000032171	protein (peptidyl-prolyl cis/trans isomerase) NIMA-interacting 1 [Source:MGI Symbol;Acc:MGI:1346036]	Pin1
ENSMUSG00000090159	predicted gene 8580 [Source:MGI Symbol;Acc:MGI:3647055]	Gm8580
ENSMUSG00000058420	synaptotagmin XVII [Source:MGI Symbol;Acc:MGI:104966]	Syt17
ENSMUSG00000073096	leucine rich repeat containing 61 [Source:MGI Symbol;Acc:MGI:2652848]	Lrrc61
ENSMUSG00000062651	H2A histone family, member B1 [Source:MGI Symbol;Acc:MGI:1915481]	H2afb1
ENSMUSG00000035936	aldhehyde dehydrogenase family 5, subfamily A1 [Source:MGI Symbol;Acc:MGI:2441982]	Aldh5a1
ENSMUSG00000023330	DTW domain containing 1 [Source:MGI Symbol;Acc:MGI:1916435]	Dtwd1
ENSMUSG00000043727	RIKEN cDNA F830045P16 gene [Source:MGI Symbol;Acc:MGI:3045317]	F830045P16Rik
ENSMUSG00000030468	sialic acid binding Ig-like lectin G [Source:MGI Symbol;Acc:MGI:2443630]	Siglecg
ENSMUSG00000007411	MAP/microtubule affinity-regulating kinase 3 [Source:MGI Symbol;Acc:MGI:1341865]	Mark3
ENSMUSG00000054057	RIKEN cDNA A930004D18 gene [Source:MGI Symbol;Acc:MGI:1925190]	A930004D18Rik
ENSMUSG00000093575	predicted gene 20695 [Source:MGI Symbol;Acc:MGI:5313142]	Gm20695
ENSMUSG00000032172	olfactomedin 2 [Source:MGI Symbol;Acc:MGI:3045350]	Olfm2
ENSMUSG00000097797		
ENSMUSG00000085723	predicted gene 15915 [Source:MGI Symbol;Acc:MGI:3801763]	Gm15915
ENSMUSG00000097893		
ENSMUSG00000003134	TBC1 domain family, member 8 [Source:MGI Symbol;Acc:MGI:1927225]	Tbc1d8
ENSMUSG00000095115	inositol 1,4,5-triphosphate receptor interacting protein-like 2 [Source:MGI Symbol;Acc:MGI:2442416]	Itpripl2
ENSMUSG00000026579	coagulation factor V [Source:MGI Symbol;Acc:MGI:88382]	F5
ENSMUSG00000021963	Sin3-associated polypeptide 18 [Source:MGI Symbol;Acc:MGI:1277978]	Sap18
ENSMUSG00000030652	demethyl-Q 7 [Source:MGI Symbol;Acc:MGI:107207]	Coq7
ENSMUSG00000097171		
ENSMUSG00000037966	ninjurin 1 [Source:MGI Symbol;Acc:MGI:1196617]	Ninj1
ENSMUSG00000020527	myosin XIX [Source:MGI Symbol;Acc:MGI:1913446]	Myo19
ENSMUSG00000003923	transcription factor A, mitochondrial [Source:MGI Symbol;Acc:MGI:107810]	Tfam
ENSMUSG00000005983	RIKEN cDNA 1700037C18 gene [Source:MGI Symbol;Acc:MGI:1920511]	1700037C18Rik
ENSMUSG00000097744		
ENSMUSG00000029061	matrix metallopeptidase 23 [Source:MGI Symbol;Acc:MGI:1347361]	Mmp23
ENSMUSG00000097934		
ENSMUSG00000031520	vascular endothelial growth factor C [Source:MGI Symbol;Acc:MGI:109124]	Vegfc
ENSMUSG00000072621	schlafen 10, pseudogene [Source:MGI Symbol;Acc:MGI:3512288]	Slfn10-ps
ENSMUSG00000042243	cDNA sequence BC051665 [Source:MGI Symbol;Acc:MGI:2682300]	BC051665
ENSMUSG00000061356	nuclear GTPase, germinal center associated [Source:MGI Symbol;Acc:MGI:2685446]	Nuggc
ENSMUSG00000060811	predicted gene 10088 [Source:MGI Symbol;Acc:MGI:3641695]	Gm10088
ENSMUSG00000097109		
ENSMUSG00000015659	serine active site containing 1 [Source:MGI Symbol;Acc:MGI:2447813]	Serac1
ENSMUSG00000076937	immunoglobulin lambda constant 2 [Source:MGI Symbol;Acc:MGI:99547]	Iglc2
ENSMUSG00000024132	enoyl-Coenzyme A delta isomerase 1 [Source:MGI Symbol;Acc:MGI:94871]	Eci1
ENSMUSG00000097268		
ENSMUSG00000097083		
ENSMUSG00000030209	glutamate receptor, ionotropic, NMDA2B (epsilon 2) [Source:MGI Symbol;Acc:MGI:95821]	Grin2b
ENSMUSG00000050742	olfactory receptor 164 [Source:MGI Symbol;Acc:MGI:3029998]	Olfr164
ENSMUSG00000097899		
ENSMUSG00000050158	olfactory receptor 165 [Source:MGI Symbol;Acc:MGI:3029999]	Olfr165
ENSMUSG00000008035	Mid1 interacting protein 1 (gastrulation specific G12-like (zebrafish)) [Source:MGI Symbol;Acc:MGI:1915291]	Mid1ip1
ENSMUSG00000097649		
